Submission ID,Respondent ID,Submitted at,Untitled checkboxes field,Untitled checkboxes field (我同意我的回答做為研究和設計使用),選擇一種動物來代表你/妳自己（什麼都可以）：,你/妳在哪所大學念書？,如果你/妳的學校未列出，請在此處寫下：,你/妳的學習階段：,你/妳的學習科系：,你/妳現在的學歷狀態是什麼？,你/妳來自哪個國家？,你/妳幾歲？,如果你/妳懷疑你/妳要買的番茄可能是由強迫勞工（現代奴隸）採摘的，你/妳仍然會買它嗎？,你/妳會買哪一種番茄？,你/妳關心食安嗎？,你/妳會買哪種雞蛋？,你/妳買哪種牛奶？,你/妳7年內買車嗎？🚘,你/妳7年內買房嗎？🏡,你/妳購物時知道產品環保嗎？,你/妳有信任的品牌嗎？,你/妳覺得認證環保的公司更好嗎？,你/妳支持肉稅嗎？,你/妳關心食用雞的生活嗎？,你/妳避免吃肉嗎？,你/妳有沒有抵制過某公司？,為什麼抵制？,你/妳覺得你/妳花錢會影響環境嗎？,你/妳會對金錢感到焦慮嗎？,你/妳會對金錢很節儉嗎？,你/妳會經常存錢嗎？,你/妳對自己的財務知識滿意嗎？,你/妳覺得目前有任何投資嗎？,你/妳有投資經驗如何？,你/妳選哪個投資？,你/妳投資會考慮環保嗎？,你/妳覺得台灣的經濟目標是增長嗎？,你/妳覺台灣的得環境退化是台灣的經濟增長的前提嗎？,你/妳覺得台灣的經濟增長有助於保護環境嗎？,你/妳覺得經濟能不排CO2也增長嗎？,你/妳覺得經濟增長有物質限制嗎？,你/妳會每天都用AI嗎？,你/妳會信任AI嗎？,你/妳想要AI扮什麼角色？,其他,你/妳想要AI有個造型嗎？,你/妳喜歡如何與AI溝通？,你/妳喜歡待在大自然嗎？,你/妳擔心氣候變化嗎？,你/妳對環境污染情況會感到焦慮嗎？,你/妳知道許多植物和動物的名字嗎？,你/妳覺得如何依照生態系對環境惡化的敏感度來排名？,你/妳感覺自己和大自然很接近嗎？,你/妳努力實踐低碳生活嗎？,誰或什麼對你/妳環保態度影響最大的？,你/妳想做更多環保事嗎？,你/妳對環境相關政治議題有興趣嗎？,你/妳怎去學校？,你/妳今年（2025年）搭飛機幾次？✈️,* 例如搭飛機會產生碳排放，可以購買碳抵消來種樹,你/妳信任碳排放抵消額度嗎？,想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些?,想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看產品的運輸距離（是不是當地食品）),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看公司生產過程多環保),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看公司工人的員工福利多好),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前查看AI摘要的消費者對公司環保的評論),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (用社交網絡認識其他環保的同學),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先了解哪些產品污染最嚴重，以便避免它們),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (每個月查看我自己的環保分數報告（了解我用錢的方式多環保）),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先尋找有機產品),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (跟我的AI幫手討論環保問題),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前查看公司的環保認證和生態評分),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (如何讓我支持的公司更環保),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先了解我吃的動物性食品，動物的生活環境),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (老實說我對任何環保資訊都沒有太多興趣),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前比較公司的環保表現),其他選項,每月你/妳願意支付多少錢讓AI陪伴你/妳做更環保的財務決策？,你/妳的環保行動對環境保護有效果嗎？,你/妳想在行業內推環保嗎？,你/妳得自己對新觀念開放嗎？,你/妳的大學對可環保性支持嗎？,你/妳覺得大學生如何影響公司的可持續行為？,你/妳的MBTI？（選填）
24d9gV,roMvlp,2023-10-31 08:55:54,我同意我的回答做為研究和設計使用,True,牛,國立成功大學 National Cheng Kung University (NCKU),,碩士,航太,我還在就讀！,我是台灣人啊 🇹🇼！,23.0,3,價格：300 台幣 / 公斤。強迫勞工的概率：15%,4,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,5,2,2,華碩,3,3,2,1,沒有,,4,2,3,2,2,有,股票，債券，理財保險,政府債券。年化回報 2-3%,1,2,2,4,2,4,4,5,"助手, 老師, 幫手, 教練, 導師, 夥伴, 朋友",,1,打字與圖片,4,4,2,2,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",4,2,女朋友,2,3,走路,4,沒有,4,"每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 跟我的AI幫手討論環保問題",False,False,False,False,False,False,True,False,True,False,False,False,False,False,,如果免費的話我會用它,3,2,4,4,不清楚,"ISTJ, 不知道"
vN8NMv,8Z4Bkx,2023-10-31 13:46:38,我同意我的回答做為研究和設計使用,True,狗,輔仁大學 Fu Jen Catholic University (FJU),,學士,影像傳播學系,我還在就讀！,我是台灣人啊 🇹🇼！,19.0,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,2,1,4,無,5,5,3,4,沒有,,5,5,5,5,3,沒有,僅僅只是郵局定存,ESG環保投資基金。年化回報 2-7%,3,4,5,4,2,4,1,3,"幫手, 助手, 教練, 老師, 導師, 夥伴, 朋友",,4,網路,5,5,5,2,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",2,4,台灣綠色組織,5,5,"公車, 客運, 捷運, 走路, 火車, 機車",0,沒有,2,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 投資前查看公司的環保認證和生態評分",True,True,False,False,False,True,True,False,False,True,False,False,False,False,,每月49台幣,4,3,4,3,可以透過學生會的力量推動,ISFJ
blQd81,eaXYql,2023-11-01 01:04:55,我同意我的回答做為研究和設計使用,True,狗,銘傳大學 Ming Chuan University (MCU),,學士,商業設計學系,我還在就讀！,我是台灣人啊 🇹🇼！,21.0,1,價格：300 台幣 / 公斤。強迫勞工的概率：15%,3,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：108 台幣,3,4,4,無印良品MUJI,3,3,3,2,沒有,,5,4,3,2,2,沒有,無,股市基金。年化回報 5-15%,5,4,2,2,1,3,1,2,"助手, 幫手, 夥伴, 朋友, 導師, 教練, 老師",,1,問問題,5,4,4,4,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",5,4,網路宣傳,5,3,"機車, 走路, 公車",2,沒有,3,"買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保",True,True,False,False,False,True,False,False,False,False,False,False,False,False,,如果免費的話我會用它,2,2,4,2,從自己做起 影響身邊的人,
6dBZke,RDNPRd,2023-11-01 15:14:52,我同意我的回答做為研究和設計使用,True,薩摩耶,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,創新產品設計系,我還在就讀！,我是台灣人啊 🇹🇼！,21.0,3,價格：300 台幣 / 公斤。強迫勞工的概率：15%,5,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,1,1,5,IKEA,5,3,4,5,有,因為這家公司壓榨員工,3,4,5,4,3,有,普通,股市基金。年化回報 5-15%,5,1,4,2,3,5,5,3,"幫手, 助手, 導師, 老師, 教練, 夥伴, 朋友",,2,有條斯理,5,5,4,3,"熱帶雨林, 珊瑚礁, 草原, 濕地, 沙漠",4,4,我的氣管（氣喘）,4,5,摩托車,0,沒有,3,"買東西先了解哪些產品污染最嚴重，以便避免它們, 投資前查看AI摘要的消費者對公司環保的評論, 如何讓我支持的公司更環保",False,False,False,True,False,True,False,False,False,False,True,False,False,False,,每月99台幣,3,4,4,3,比賽成績,INTJ
JRqXdr,lrDQyp,2023-11-08 12:05:36,我同意我的回答做為研究和設計使用,True,貓咪,國立臺南大學 National University of Tainan (NUTN),,學士,行政管理,我還在就讀！,我是台灣人啊 🇹🇼！,21.0,4,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,3,1,1,沒有,4,4,3,2,沒有,,4,4,2,1,1,沒有,沒有,房地產投資信託。年化回報 2-7%,2,4,4,2,4,2,2,2,"幫手, 助手, 教練, 導師, 老師, 夥伴, 朋友",,4,沒有溝通,4,4,4,3,"珊瑚礁, 熱帶雨林, 草原, 濕地, 沙漠",3,3,錢,3,3,走路,0,沒有,2,"買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先尋找有機產品",False,False,False,False,False,True,False,True,False,False,False,True,False,False,,如果免費的話我會用它,2,2,2,4,透過選擇環保的產品,不知道
zzYE9Z,Avzo4N,2023-11-11 07:10:05,我同意我的回答做為研究和設計使用,True,雪豹,國立臺灣大學 National Taiwan University (NTU),,學士,獸醫,我還在就讀！,我是台灣人啊 🇹🇼！,22.0,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,5,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,1,1,3,沒有,5,1,4,1,有,政治因素、食安問題,4,4,3,1,1,沒有,股票賠錢,房地產投資信託。年化回報 2-7%,2,1,1,1,4,4,2,5,"教練, 導師, 老師, 助手, 幫手, 夥伴, 朋友",,5,溝通,5,5,5,5,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",5,4,對環境破壞的焦慮,5,4,機車,4,沒有,1,"買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先查看公司工人的員工福利多好, 買東西先了解我吃的動物性食品，動物的生活環境",False,False,True,False,False,True,False,False,False,False,False,True,False,False,,如果免費的話我會用它,4,4,5,5,不知道,INFP
Kolo2K,QVMbVl,2023-11-12 07:23:21,我同意我的回答做為研究和設計使用,True,兔子,國立臺灣大學 National Taiwan University (NTU),,學士,物理治療,我還在就讀！,我是台灣人啊 🇹🇼！,19.0,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,2,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,1,1,2,無,5,3,2,1,有,人云亦云,5,5,4,4,1,沒有,無,政府債券。年化回報 2-3%,2,2,3,4,1,4,3,3,"幫手, 助手, 老師, 教練, 導師, 夥伴, 朋友",,4,單向溝通,4,4,3,1,"珊瑚礁, 熱帶雨林, 濕地, 沙漠, 草原",1,1,父母,2,2,"公車, 捷運",4,沒有,3,"買東西先查看公司生產過程多環保, 買東西先查看公司工人的員工福利多好, 買東西先了解哪些產品污染最嚴重，以便避免它們, 投資前查看公司的環保認證和生態評分, 投資前查看AI摘要的消費者對公司環保的評論",False,True,True,True,False,True,False,False,False,True,False,False,False,False,,如果免費的話我會用它,3,2,4,4,支持或抵制,
jMQx8R,jPbj1J,2023-11-12 07:49:38,我同意我的回答做為研究和設計使用,True,草履蟲,國立臺灣大學 National Taiwan University (NTU),,學士,醫學院醫學系,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,2,價格：300 台幣 / 公斤。強迫勞工的概率：15%,2,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,1,1,2,無,4,1,1,1,沒有,,3,5,4,4,2,沒有,無,股市基金。年化回報 5-15%,1,4,2,1,2,5,1,2,"助手, 幫手, 教練, 老師, 導師, 夥伴, 朋友",,2,輸入問題，得到回答,5,4,4,2,"珊瑚礁, 濕地, 草原, 熱帶雨林, 沙漠",3,2,偶爾爬山,3,1,"捷運, 走路, 腳踏車",1,沒有,2,"買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先查看公司工人的員工福利多好, 買東西先查看公司生產過程多環保, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）",False,True,True,False,False,True,True,False,False,False,False,False,False,False,,如果免費的話我會用它,2,1,2,3,通過消費和媒體關注,
G1d04Z,DzKj8l,2023-11-12 07:54:31,我同意我的回答做為研究和設計使用,True,倉鼠,國立臺灣大學 National Taiwan University (NTU),,學士,資管,我還在就讀！,我是台灣人啊 🇹🇼！,19.0,4,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：85 台幣,2,2,2,不算有,4,4,4,2,沒有,,4,3,2,2,2,沒有,買過基金,股市基金。年化回報 5-15%,2,4,3,2,4,3,2,3,"助手, 幫手, 夥伴, 老師, 導師, 教練, 朋友",,4,問他問題 叫他幫我寫小說,3,3,2,2,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",2,3,家庭,4,4,"腳踏車, 火車",0,沒有,3,"買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先尋找有機產品",False,True,False,False,False,True,False,True,False,False,False,True,False,False,,如果免費的話我會用它,3,4,4,4,我不太清楚,INFJ
Qrk0bl,VJV1bN,2023-11-20 15:43:02,我同意我的回答做為研究和設計使用,True,🐱,國立成功大學 National Cheng Kung University (NCKU),,學士,外國語文學系,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：108 台幣,3,1,4,muji ,4,4,4,1,有,剝削勞工,5,4,2,2,2,沒有,沒有,股市基金。年化回報 5-15%,3,3,3,4,4,3,4,3,"助手, 幫手, 夥伴, 導師, 老師, 教練, 朋友",,3,文字或語音,3,4,3,2,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",3,3,喜歡的圖文作家常常提倡環保 所以曾經模仿他過過環保生活,4,3,"腳踏車, 走路",1,沒有,3,"買東西先查看公司生產過程多環保, 投資前查看AI摘要的消費者對公司環保的評論, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）",False,True,False,True,False,False,True,False,False,False,False,False,False,False,,如果免費的話我會用它,3,3,4,3,如果是產品公司應該能直接支持/抵制,"INFP, ISFP"
1KRgLl,9QvO7p,2023-11-21 09:57:21,我同意我的回答做為研究和設計使用,True,海綿,國立成功大學 National Cheng Kung University (NCKU),,學士,航太,我還在就讀！,我是台灣人啊 🇹🇼！,19.0,1,價格：500 台幣 / 公斤。強迫勞工的概率：5%,5,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：85 台幣,3,2,5,里仁？,3,4,3,2,沒有,,5,4,3,3,3,有,剛開始,股市基金。年化回報 5-15%,2,3,3,2,3,3,5,3,"助手, 幫手, 教練, 老師, 導師, 夥伴, 朋友",,3,明確指令,5,4,4,3,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",4,4,身體力行環保概念的高中同學,5,4,"走路, 腳踏車, 摩托車",2,沒有,3,"買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先查看公司生產過程多環保, 買東西先查看產品的運輸距離（是不是當地食品）, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先尋找有機產品, 用社交網絡認識其他環保的同學, 如何讓我支持的公司更環保, 投資前查看公司的環保認證和生態評分, 投資前比較公司的環保表現, 買東西先查看公司工人的員工福利多好",True,True,True,False,True,True,False,True,False,True,True,True,False,True,,每月49台幣,4,5,4,3,購買更環保的產品,INTJ
gAO4MN,WzYX6N,2023-11-21 16:25:57,我同意我的回答做為研究和設計使用,True,貓頭鷹,國立成功大學 National Cheng Kung University (NCKU),,學士,外文系,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,1,價格：700 台幣 / 公斤。強迫勞工的概率：2%,5,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,1,1,5,五印良品,5,4,5,3,沒有,,5,5,2,2,3,沒有,0,政府債券。年化回報 2-3%,5,5,3,4,5,3,2,1,"助手, 幫手, 朋友, 夥伴, 老師, 導師, 教練",,3,打字,5,5,5,3,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",5,5,眼前所看到的一切,5,4,"走路, 腳踏車",0,沒有,5,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保, 買東西先查看公司工人的員工福利多好, 如何讓我支持的公司更環保, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 用社交網絡認識其他環保的同學, 投資前查看公司的環保認證和生態評分, 買東西先尋找有機產品, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先了解哪些產品污染最嚴重，以便避免它們, 投資前查看AI摘要的消費者對公司環保的評論, 投資前比較公司的環保表現, 跟我的AI幫手討論環保問題",True,True,True,True,True,True,True,True,True,True,True,True,False,True,,每月49台幣,5,4,5,4,成為公司的一份子,ENFJ
AJoxrl,ddzV8z,2023-11-29 04:25:28,我同意我的回答做為研究和設計使用,True,水豚,國立成功大學 National Cheng Kung University (NCKU),,學士,生命科學系,我還在就讀！,我是台灣人啊 🇹🇼！,20.0,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,2,1,3,無,4,3,3,1,有,食安問題,3,4,4,4,3,沒有,無,股市基金。年化回報 5-15%,2,3,2,4,3,4,1,3,"老師, 助手, 幫手, 導師, 教練, 夥伴, 朋友",,3,沒有試過,4,4,3,3,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",2,3,學校課程,3,3,腳踏車,0,沒有,3,"買東西先查看公司工人的員工福利多好, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 投資前查看公司的環保認證和生態評分, 買東西先查看公司生產過程多環保",False,True,True,False,False,True,False,False,False,True,False,True,False,False,,如果免費的話我會用它,3,4,4,4,以不同管道提供意見,INFJ
K0e4JA,9Qa7RX,2023-12-01 07:53:55,我同意我的回答做為研究和設計使用,True,貓,輔仁大學 Fu Jen Catholic University (FJU),,學士,中國文學系,我還在就讀！,我是台灣人啊 🇹🇼！,22.0,3,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：108 台幣,1,1,3,聖德科斯,4,3,5,1,有,曾經有發生食品安全問題,4,2,5,5,3,有,證券,股市基金。年化回報 5-15%,1,2,3,2,5,3,1,3,"幫手, 助手, 導師, 老師, 教練, 夥伴, 朋友",,3,沒有想法,4,4,4,3,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",3,2,沒有人,3,2,"走路, 公車, 捷運",0,沒有,3,"買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先尋找有機產品, 投資前查看公司的環保認證和生態評分",False,False,False,False,False,True,False,True,False,True,False,True,False,False,,我不懂AI如何幫助我,3,3,4,3,選擇信賴的廠商的產品，不消費有疑慮的,INFP
LXDB8y,vyeVWg,2023-12-21 01:33:31,我同意我的回答做為研究和設計使用,True,猴子,國立政治大學 National Chengchi University (NCCU),,學士,傳播學院不分系,我還在就讀！,我是台灣人啊 🇹🇼！,19.0,3,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,1,1,3,義美,4,3,4,1,沒有,,3,4,4,5,1,沒有,沒有,股市基金。年化回報 5-15%,5,4,2,3,4,4,5,3,"幫手, 助手, 夥伴, 老師, 朋友, 導師, 教練",,3,問問題,5,4,4,3,"熱帶雨林, 珊瑚礁, 草原, 濕地, 沙漠",3,5,我姐姐,5,4,"走路, 公車, 火車",0,沒有,3,買東西先尋找有機產品,False,False,False,False,False,False,False,True,False,False,False,False,False,False,,如果免費的話我會用它,4,3,5,4,行動力 號召力,
PBKlLQ,QApZa1,2024-03-08 09:03:46,我同意我的回答做為研究和設計使用,True,Pigeon,國立金門大學 National Quemoy University (NQU),肄業,學士,建築系,我還在就讀！,我是台灣人啊 🇹🇼！,23.0,1,價格：300 台幣 / 公斤。強迫勞工的概率：15%,1,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,1,1,5,目前沒有,5,3,1,1,沒有,,5,5,1,5,1,有,只有定期定額,股市基金。年化回報 5-15%,5,5,1,5,1,5,5,1,"幫手, 助手, 教練, 導師, 老師, 夥伴, 朋友",,1,打字,3,5,5,1,"濕地, 珊瑚礁, 草原, 沙漠, 熱帶雨林",1,1,天氣越來越熱,5,5,腳踏車,4,沒有,5,老實說我對任何環保資訊都沒有太多興趣,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,如果免費的話我會用它,1,5,5,1,將這個概念介紹給大家,
ezPQbe,o7o8g5,2024-07-02 05:12:21,我同意我的回答做為研究和設計使用,True,樹懶,亞洲大學 Asia University (ASIA),,學士,護理系,我還在就讀！,我是台灣人啊 🇹🇼！,20.0,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,2,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,1,1,3,無,3,3,4,2,沒有,,2,4,3,4,2,沒有,無,政府債券。年化回報 2-3%,3,2,2,2,4,3,1,3,"助手, 幫手, 夥伴, 朋友, 老師, 教練, 導師",,4,有效理解我的問題並疏通我的疑問,3,3,4,3,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",3,2,無,2,2,汽車,0,沒有,2,"買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境",False,False,False,False,False,True,False,False,False,False,False,True,False,False,,我不懂AI如何幫助我,3,2,2,3,不知道,
Bqr7M7,gJMo7d,2024-10-14 02:11:46,我同意我的回答做為研究和設計使用,True,兔子,國立高雄師範大學 National Kaohsiung Normal University (NKNU),,學士,國文,我還在就讀！,我是台灣人啊 🇹🇼！,20.0,1,價格：300 台幣 / 公斤。強迫勞工的概率：15%,5,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：85 台幣,5,5,5,🈶,5,5,5,5,有,因為黑心,5,5,5,5,1,沒有,沒有,股市基金。年化回報 5-15%,1,1,1,1,1,5,5,1,"幫手, 導師, 助手, 老師, 教練, 夥伴, 朋友",,1,打字,5,5,5,5,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",5,5,老師,5,5,"走路, 火車, 公車, 捷運, 腳踏車",0,沒有,5,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保",True,True,False,False,False,False,False,False,False,False,False,False,False,False,,如果免費的話我會用它,5,5,5,5,Idk,ENFP
R1APQ9,EZQO1X,2024-10-14 02:14:47,我同意我的回答做為研究和設計使用,True,貓咪,國立高雄師範大學 National Kaohsiung Normal University (NKNU),,學士,語文,我還在就讀！,我是台灣人啊 🇹🇼！,19.0,1,價格：700 台幣 / 公斤。強迫勞工的概率：2%,3,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：108 台幣,5,3,4,無,4,4,4,3,有,地溝油,5,4,3,4,3,沒有,無,ESG環保投資基金。年化回報 2-7%,4,2,2,2,3,5,2,2,"幫手, 助手, 夥伴, 朋友, 教練, 老師, 導師",,3,語音,3,4,4,2,"熱帶雨林, 珊瑚礁, 草原, 濕地, 沙漠",2,3,海龜,4,4,"捷運, 摩托車, 火車, 走路",0,沒有,2,"買東西先了解哪些產品污染最嚴重，以便避免它們, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 買東西先尋找有機產品, 買東西先查看產品的運輸距離（是不是當地食品）",True,False,False,False,False,True,True,True,False,False,False,False,False,False,,如果免費的話我會用它,3,3,4,3,抵制,
jXjPRx,o5Mjoe,2024-10-14 02:20:45,我同意我的回答做為研究和設計使用,True,🐱,國立高雄師範大學 National Kaohsiung Normal University (NKNU),,學士,美術系,我還在就讀！,我是台灣人啊 🇹🇼！,19.0,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：108 台幣,3,1,4,無,4,2,2,2,有,食安,4,4,2,2,4,沒有,沒有,房地產投資信託。年化回報 2-7%,2,2,4,2,2,3,3,2,"朋友, 夥伴, 老師, 導師, 助手, 幫手, 教練",,2,想說什麼就說什麼,4,4,2,2,"珊瑚礁, 濕地, 草原, 熱帶雨林, 沙漠",2,3,經濟能力跟時間,3,2,"走路, 腳踏車, 火車, 機車, 汽車, 捷運, 公車",2,沒有,2,買東西先了解哪些產品污染最嚴重，以便避免它們,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,我不懂AI如何幫助我,2,3,4,4,美術系沒有想過要去公司工作,ENTP
JbQAN4,9RDKVY,2024-10-14 02:24:21,我同意我的回答做為研究和設計使用,True,狗,國立高雄師範大學 National Kaohsiung Normal University (NKNU),,學士,國文系,我還在就讀！,我是台灣人啊 🇹🇼！,19.0,2,價格：500 台幣 / 公斤。強迫勞工的概率：5%,5,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,2,1,5,義美,4,4,3,1,有,沒有社會企業良心,2,5,3,1,1,沒有,無,房地產投資信託。年化回報 2-7%,3,5,4,2,4,1,2,2,"助手, 幫手, 夥伴, 朋友, 教練, 老師, 導師",,3,問問題,4,5,5,3,"珊瑚礁, 熱帶雨林, 濕地, 沙漠, 草原",3,2,新聞報導,3,5,腳踏車,0,沒有,4,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先查看公司生產過程多環保, 買東西先查看公司工人的員工福利多好, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先尋找有機產品",True,True,True,False,False,True,False,True,False,False,False,True,False,False,,如果免費的話我會用它,3,3,5,4,網路連署、社會運動,
e8VeOx,WK57VN,2024-10-14 02:25:52,我同意我的回答做為研究和設計使用,True,麻雀,國立高雄師範大學 National Kaohsiung Normal University (NKNU),,學士,國文學系,我還在就讀！,我是台灣人啊 🇹🇼！,18.0,3,價格：300 台幣 / 公斤。強迫勞工的概率：15%,5,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：85 台幣,2,1,4,NIKE,5,3,3,1,沒有,,3,4,2,1,3,沒有,無,加密貨幣。高度變動性，每年最高可達 50% 或更多,3,4,4,2,2,2,5,4,"幫手, 助手, 老師, 導師, 教練, 夥伴, 朋友",,3,在我有需要的時候,4,4,3,2,"熱帶雨林, 珊瑚礁, 草原, 濕地, 沙漠",3,4,宣導,4,2,其他,0,沒有,3,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先了解哪些產品污染最嚴重，以便避免它們",True,False,False,False,False,True,False,False,False,False,False,False,False,False,,如果免費的話我會用它,3,4,4,5,不知道,INFJ
