Submission ID,Respondent ID,Submitted at,Untitled checkboxes field,Untitled checkboxes field (我同意我的回答做為研究和設計使用),選擇一種動物來代表你/妳自己（什麼都可以）：,你/妳在哪所大學念書？,如果你/妳的學校未列出，請在此處寫下：,你/妳的學習階段：,你/妳的學習科系：,你/妳現在的學歷狀態是什麼？,你/妳來自哪個國家？,你/妳是哪裡的？,你/妳幾歲？,如果你/妳懷疑你/妳要買的番茄可能是由強迫勞工（現代奴隸）採摘的，你/妳仍然會買它嗎？,你/妳會買哪一種番茄？,你/妳關心食安嗎？,你/妳會買哪種雞蛋？,你/妳買哪種牛奶？,你/妳7年內買車嗎？🚘,你/妳7年內買房嗎？🏡,你/妳購物時知道產品環保嗎？,你/妳有信任的品牌嗎？,你/妳覺得認證環保的公司更好嗎？,你/妳支持肉稅嗎？,你/妳關心食用雞的生活嗎？,你/妳避免吃肉嗎？,你/妳有沒有抵制過某公司？,為什麼抵制？,你/妳覺得你/妳花錢會影響環境嗎？,你/妳會對金錢感到焦慮嗎？,你/妳會對金錢很節儉嗎？,你/妳會經常存錢嗎？,你/妳對自己的財務知識滿意嗎？,你/妳覺得目前有任何投資嗎？,你/妳有投資經驗如何？,你/妳選哪個投資？,你/妳投資會考慮環保嗎？,你/妳覺得台灣的經濟目標是增長嗎？,你/妳覺台灣的得環境退化是台灣的經濟增長的前提嗎？,你/妳覺得台灣的經濟增長有助於保護環境嗎？,你/妳覺得經濟能不排CO2也增長嗎？,你/妳覺得經濟增長有物質限制嗎？,你/妳會每天都用AI嗎？,你/妳會信任AI嗎？,你/妳想要AI扮什麼角色？,其他,你/妳想要AI有個造型嗎？,你/妳喜歡如何與AI溝通？,你/妳喜歡待在大自然嗎？,你/妳擔心氣候變化嗎？,你/妳對環境污染情況會感到焦慮嗎？,你/妳知道許多植物和動物的名字嗎？,你/妳覺得如何依照生態系對環境惡化的敏感度來排名？,你/妳感覺自己和大自然很接近嗎？,你/妳努力實踐低碳生活嗎？,誰或什麼對你/妳環保態度影響最大的？,你/妳想做更多環保事嗎？,你/妳對環境相關政治議題有興趣嗎？,你/妳怎去學校？,你/妳今年（2025年）搭飛機幾次？✈️,* 例如搭飛機會產生碳排放，可以購買碳抵消來種樹,你/妳信任碳排放抵消額度嗎？,想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些?,想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看產品的運輸距離（是不是當地食品）),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看公司生產過程多環保),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先查看公司工人的員工福利多好),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前查看AI摘要的消費者對公司環保的評論),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (用社交網絡認識其他環保的同學),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先了解哪些產品污染最嚴重，以便避免它們),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (每個月查看我自己的環保分數報告（了解我用錢的方式多環保）),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先尋找有機產品),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (跟我的AI幫手討論環保問題),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前查看公司的環保認證和生態評分),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (如何讓我支持的公司更環保),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (買東西先了解我吃的動物性食品，動物的生活環境),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (老實說我對任何環保資訊都沒有太多興趣),想像一下AI陪伴能幫你/妳回答超多問題了。你/妳比較想知道的環保資訊是哪些? (投資前比較公司的環保表現),其他選項,每月你/妳願意支付多少錢讓AI陪伴你/妳做更環保的財務決策？,你/妳的環保行動對環境保護有效果嗎？,你/妳想在行業內推環保嗎？,你/妳得自己對新觀念開放嗎？,你/妳的大學對可環保性支持嗎？,你/妳覺得大學生如何影響公司的可持續行為？,你/妳有加入過什麼學生社團嗎？（選填）,你/妳最擔心什麼？（任何問題都可以，選填）,啟發你/妳的是？（什麼都可以，選填）,你/妳的MBTI？（選填）,有意見（選填）？
9daDyK,Y4KNx0,2023-10-27 09:19:43,我同意我的回答做為研究和設計使用,True,猴子,國立成功大學 National Cheng Kung University (NCKU),,學士,水利系X航太系,我還在就讀！,我是台灣人啊 🇹🇼！,,20.0,3.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,4.0,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：72 台幣,5.0,1.0,3.0,義美,4.0,2.0,4.0,1.0,沒有,,5.0,4.0,3.0,4.0,4.0,沒有,無,股市基金。年化回報 5-15%,2.0,4.0,3.0,2.0,2.0,4.0,2.0,4.0,"幫手, 助手, 夥伴, 教練, 老師, 導師, 朋友",,3.0,問答案,5.0,3.0,3.0,1.0,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",2.0,2.0,錢,4.0,4.0,"腳踏車, 走路, 機車, 火車",1.0,有,2.0,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先查看公司生產過程多環保, 買東西先查看公司工人的員工福利多好, 買東西先了解我吃的動物性食品，動物的生活環境, 投資前查看公司的環保認證和生態評分, 買東西先尋找有機產品, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 投資前比較公司的環保表現, 投資前查看AI摘要的消費者對公司環保的評論, 跟我的AI幫手討論環保問題, 如何讓我支持的公司更環保",True,True,True,True,False,True,True,True,True,True,True,True,False,True,,如果免費的話我會用它,2.0,2.0,5.0,5.0,消費行為,,,,ESFJ,
1rxlXM,kNQM8e,2023-10-27 09:20:42,我同意我的回答做為研究和設計使用,True,兔子,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,英文,我還在就讀！,我是台灣人啊 🇹🇼！,,24.0,1.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,1.0,1.0,1.0,無,5.0,3.0,1.0,1.0,有,因為有出新聞,2.0,5.0,5.0,4.0,2.0,沒有,無,股市基金。年化回報 5-15%,2.0,4.0,2.0,2.0,2.0,5.0,3.0,3.0,"導師, 幫手, 助手, 教練, 夥伴, 老師, 朋友",,2.0,問課業,5.0,4.0,3.0,1.0,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",2.0,2.0,🈚️,2.0,2.0,摩托車,2.0,沒有,2.0,老實說我對任何環保資訊都沒有太多興趣,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,如果免費的話我會用它,1.0,1.0,1.0,2.0,不清楚,,,,ISFP,加油 希望你的論文能夠順利通過 祝福你😊
LdgWQj,kNQMQo,2023-10-27 09:26:59,我同意我的回答做為研究和設計使用,True,Cat,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,應用日語系,我還在就讀！,其他的國家（選擇）,vietnamese,21.0,4.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,5.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,5.0,3.0,4.0,有,4.0,3.0,4.0,4.0,沒有,,2.0,3.0,3.0,2.0,2.0,沒有,無,加密貨幣。高度變動性，每年最高可達 50% 或更多,3.0,3.0,4.0,3.0,4.0,3.0,2.0,4.0,"朋友, 導師, 幫手, 老師, 助手, 夥伴, 教練",,3.0,chat gpt,3.0,2.0,4.0,3.0,"濕地, 珊瑚礁, 沙漠, 草原, 熱帶雨林",3.0,3.0,無,3.0,4.0,摩托車,6.0,有,3.0,"買東西先查看公司生產過程多環保, 買東西先尋找有機產品, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 投資前查看公司的環保認證和生態評分",False,True,False,False,False,False,True,True,False,True,False,False,False,False,,每月199台幣,4.0,3.0,5.0,4.0,無,有,媽媽的健康,無,不知道,無
OAgz5k,Z2LqMz,2023-10-27 09:37:22,我同意我的回答做為研究和設計使用,True,海豚,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,工業管理與資訊系,我已經畢業了啦！,我是台灣人啊 🇹🇼！,,23.0,1.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,4.0,5.0,5.0,Levis,5.0,4.0,4.0,1.0,沒有,,3.0,4.0,4.0,4.0,3.0,沒有,沒有,房地產投資信託。年化回報 2-7%,4.0,3.0,1.0,1.0,5.0,1.0,4.0,5.0,"助手, 朋友, 老師, 導師, 教練, 夥伴, 幫手",,5.0,探索AI的想法,5.0,5.0,5.0,3.0,"珊瑚礁, 沙漠, 熱帶雨林, 濕地, 草原",5.0,3.0,生活,3.0,5.0,機車,0.0,沒有,3.0,買東西先了解我吃的動物性食品，動物的生活環境,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,如果免費的話我會用它,3.0,4.0,5.0,5.0,不知道,國際志工社,三次世界大戰，氣候環境危機,生活環境的觀察,ENFJ,祝你論文順利完成～這問卷幫助更了解我自己，思考自己不曾想到的一部分
0ElELQ,PzWag0,2023-10-27 09:42:23,我同意我的回答做為研究和設計使用,True,🦊,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,多樂系,我還在就讀！,我是台灣人啊 🇹🇼！,,21.0,2.0,,3.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,,,3.0,無,3.0,,2.0,,沒有,,2.0,5.0,,5.0,,沒有,在觀察、學習中,股市基金。年化回報 5-15%,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6d9dpY,2KgMYM,2023-10-27 09:43:02,我同意我的回答做為研究和設計使用,True,熊貓,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,行銷與流通管理系,我還在就讀！,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAgAyV,kNQVPo,2023-10-27 09:45:22,我同意我的回答做為研究和設計使用,True,烏龜,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,資訊工程,我還在就讀！,我是台灣人啊 🇹🇼！,,19.0,2.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,3.0,1.0,4.0,無,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VZdZ4j,z7RaAg,2023-10-27 09:46:47,我同意我的回答做為研究和設計使用,True,蛇,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,行銷流通系,我還在就讀！,我是台灣人啊 🇹🇼！,,18.0,3.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,2.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,1.0,3.0,5.0,目前並沒有,5.0,4.0,3.0,1.0,沒有,,3.0,5.0,4.0,5.0,2.0,沒有,無,房地產投資信託。年化回報 2-7%,4.0,3.0,5.0,1.0,2.0,5.0,1.0,1.0,"助手, 幫手, 夥伴, 朋友, 教練, 老師, 導師",,4.0,當有問題時他會給出自己的意見,4.0,4.0,3.0,5.0,"濕地, 熱帶雨林, 珊瑚礁, 草原, 沙漠",4.0,3.0,家人,4.0,1.0,"走路, 火車",0.0,沒有,3.0,老實說我對任何環保資訊都沒有太多興趣,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,如果免費的話我會用它,3.0,3.0,5.0,4.0,填問卷回饋,,目前經濟趨勢成長,,ENTP,無，非常用心的問卷！
eBpBYl,4KDgY5,2023-10-27 09:48:07,我同意我的回答做為研究和設計使用,True,貓,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,行流系,我還在就讀！,我是台灣人啊 🇹🇼！,,19.0,1.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,1.0,1.0,5.0,沒有,5.0,3.0,3.0,1.0,沒有,,5.0,5.0,5.0,4.0,3.0,沒有,沒有,股市基金。年化回報 5-15%,2.0,4.0,4.0,3.0,3.0,2.0,5.0,3.0,"助手, 幫手, 導師, 老師, 教練, 朋友, 夥伴",,3.0,聲控,5.0,5.0,4.0,3.0,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",4.0,3.0,地球暖化,5.0,4.0,"火車, 走路, 公車",0.0,有,2.0,"買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先尋找有機產品, 買東西先了解我吃的動物性食品，動物的生活環境",False,True,False,False,False,True,False,True,False,False,False,True,False,False,,每月99台幣,4.0,4.0,4.0,5.0,購買商品,手工藝社,期中考,老師,INFJ,沒有
5dQdGv,vPvQb8,2023-10-27 10:10:58,我同意我的回答做為研究和設計使用,True,兔子,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,財務金融系,我還在就讀！,我是台灣人啊 🇹🇼！,,20.0,3.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,4.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,4.0,4.0,5.0,太和工房,5.0,3.0,5.0,3.0,沒有,,4.0,3.0,4.0,5.0,4.0,有,有盈有虧,股市基金。年化回報 5-15%,4.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,"幫手, 助手, 教練, 老師, 導師, 夥伴, 朋友",,3.0,用最生活化的方式，避免過多的官方腔調及字眼,4.0,5.0,5.0,4.0,"珊瑚礁, 濕地, 熱帶雨林, 草原, 沙漠",3.0,4.0,家人,5.0,3.0,"機車, 腳踏車",0.0,有,3.0,"買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 買東西先尋找有機產品, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 買東西先查看產品的運輸距離（是不是當地食品）, 投資前比較公司的環保表現, 投資前查看AI摘要的消費者對公司環保的評論, 投資前查看公司的環保認證和生態評分",True,False,False,True,False,True,True,True,False,True,False,True,False,True,,每月49台幣,4.0,3.0,4.0,3.0,創意,桌球社、青年社、手工藝社,未來工作逐漸被AI給取代，造成台灣更多年輕人口外流,如何提升自己的能力,ESFJ,"有些問題我看不太懂是在問甚麼意思(所以有些答案可能是你想要的)

There are some questions I don't understand what you want to ask in this form.
(So ​​maybe the answer isn't what you want)
"
GrkZpj,O7eepg,2023-10-27 10:36:18,我同意我的回答做為研究和設計使用,True,老虎,國立臺南大學 National University of Tainan (NUTN),,學士,生物科技系,我還在就讀！,我是台灣人啊 🇹🇼！,,21.0,3.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：108 台幣,2.0,2.0,3.0,有,3.0,1.0,3.0,1.0,沒有,,3.0,3.0,3.0,3.0,3.0,沒有,沒有投資經驗,房地產投資信託。年化回報 2-7%,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,"助手, 幫手, 老師, 導師, 教練, 夥伴, 朋友",,2.0,問的問題可以精準回答,3.0,3.0,3.0,2.0,"熱帶雨林, 珊瑚礁, 草原, 濕地, 沙漠",2.0,2.0,學校課程代入環保議題,3.0,2.0,汽車,1.0,沒有,2.0,跟我的AI幫手討論環保問題,False,False,False,False,False,False,False,False,True,False,False,False,False,False,,如果免費的話我會用它,2.0,3.0,3.0,3.0,提升競爭力,,,,ENTP,
jBpWO1,xJEXLv,2023-10-27 11:05:01,我同意我的回答做為研究和設計使用,True,貓,國立臺灣大學 National Taiwan University (NTU),,碩士,財金,我還在就讀！,我是台灣人啊 🇹🇼！,,26.0,1.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4.0,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：85 台幣,2.0,1.0,3.0,義美,5.0,3.0,3.0,1.0,有,頂新地溝油,5.0,5.0,4.0,4.0,4.0,有,有,股市基金。年化回報 5-15%,3.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,"助手, 幫手, 教練, 夥伴, 朋友, 導師, 老師",,1.0,打字,5.0,4.0,4.0,1.0,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",3.0,2.0,極端氣候,4.0,4.0,"公車, 摩托車, 走路, 捷運",1.0,沒有,2.0,"買東西先查看公司生產過程多環保, 買東西先查看公司工人的員工福利多好, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 投資前查看AI摘要的消費者對公司環保的評論, 投資前比較公司的環保表現, 每個月查看我自己的環保分數報告（了解我用錢的方式多環保）, 如何讓我支持的公司更環保, 跟我的AI幫手討論環保問題",False,True,True,True,False,True,True,False,True,False,True,True,False,True,,如果免費的話我會用它,3.0,3.0,5.0,4.0,幫忙舉辦講座宣傳,攝影社,,,ESTJ,加油～
WAg1XJ,RD1oNj,2023-10-27 13:07:03,我同意我的回答做為研究和設計使用,True,獅子,國立成功大學 National Cheng Kung University (NCKU),,碩士,科技藝術,我還在就讀！,我是台灣人啊 🇹🇼！,,24.0,4.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,4.0,1.0,2.0,Innisfree ,4.0,2.0,2.0,1.0,沒有,,3.0,3.0,2.0,4.0,4.0,有,不錯,股市基金。年化回報 5-15%,2.0,3.0,2.0,4.0,2.0,4.0,5.0,4.0,"幫手, 助手, 導師, 老師, 教練, 夥伴, 朋友",,1.0,輸入關鍵字,4.0,3.0,2.0,1.0,"濕地, 熱帶雨林, 珊瑚礁, 沙漠, 草原",2.0,2.0,塑膠袋,4.0,3.0,"摩托車, 走路",4.0,沒有,2.0,買東西先查看公司生產過程多環保,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,老實說我對任何環保資訊都沒有太多興趣,4.0,3.0,4.0,3.0,改變原有觀念,熱舞社,心愛的家人朋友離去,文章,ENFJ,無
ylGzr0,xJEDq5,2023-10-27 13:10:19,我同意我的回答做為研究和設計使用,True,殺人鯨,"國立臺北科技大學 National Taipei University of Technology (NTUT, TaipeiTech)",,碩士,電子工程,我還在就讀！,我是台灣人啊 🇹🇼！,,24.0,3.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,3.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,5.0,2.0,3.0,Decathlon ,4.0,3.0,1.0,1.0,沒有,,4.0,4.0,4.0,4.0,4.0,沒有,無,股市基金。年化回報 5-15%,1.0,4.0,5.0,3.0,2.0,5.0,5.0,5.0,"助手, 幫手, 導師, 老師, 教練, 夥伴, 朋友",,3.0,給我明確有用的解答,5.0,4.0,4.0,4.0,"珊瑚礁, 熱帶雨林, 濕地, 草原, 沙漠",4.0,3.0,新聞,4.0,3.0,摩托車,7.0,沒有,3.0,"買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們",False,True,False,False,False,True,False,False,False,False,False,False,False,False,,如果免費的話我會用它,4.0,4.0,5.0,4.0,做好資源回收,,疫情再次爆發,,ESTJ,論文加油
YZgG1v,O7eRg7,2023-10-27 13:26:43,我同意我的回答做為研究和設計使用,True,刺蝟,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,視覺傳達設計系,我還在就讀！,我是台灣人啊 🇹🇼！,,21.0,3.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,3.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,1.0,1.0,4.0,無,4.0,2.0,2.0,2.0,沒有,,4.0,4.0,2.0,4.0,2.0,沒有,無,政府債券。年化回報 2-3%,4.0,3.0,5.0,2.0,1.0,4.0,1.0,2.0,"朋友, 夥伴, 助手, 幫手, 老師, 導師, 教練",,2.0,問問題,4.0,4.0,4.0,2.0,"珊瑚礁, 熱帶雨林, 草原, 濕地, 沙漠",2.0,2.0,動物,4.0,2.0,"走路, 公車, 火車",0.0,有,2.0,"買東西先尋找有機產品, 投資前查看AI摘要的消費者對公司環保的評論, 老實說我對任何環保資訊都沒有太多興趣",False,False,False,True,False,False,False,True,False,False,False,False,True,False,,如果免費的話我會用它,3.0,3.0,4.0,4.0,人多力量大,視傳系學會,沒錢,無,INFJ,辛苦了~
OAb2Lk,xJop5y,2023-10-28 01:06:49,我同意我的回答做為研究和設計使用,True,樹懶,輔仁大學 Fu Jen Catholic University (FJU),,,兒童與家庭學系,,我是台灣人啊 🇹🇼！,,20.0,2.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4.0,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：85 台幣,1.0,2.0,3.0,無,,4.0,3.0,2.0,沒有,,4.0,4.0,5.0,,2.0,沒有,無,政府債券。年化回報 2-3%,4.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qbevRO,ExeOzN,2023-10-28 03:29:36,我同意我的回答做為研究和設計使用,True,樹懶,國立臺灣大學 National Taiwan University (NTU),,學士,外國語文學系,我還在就讀！,其他的國家（選擇）,馬來西亞,19.0,2.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,5.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,1.0,1.0,1.0,沒有,3.0,1.0,3.0,1.0,沒有,,1.0,5.0,3.0,3.0,1.0,沒有,沒有,政府債券。年化回報 2-3%,1.0,3.0,4.0,1.0,1.0,5.0,2.0,1.0,"幫手, 助手, 導師, 朋友, 夥伴, 老師, 教練",,4.0,打字的方式,1.0,5.0,4.0,1.0,"珊瑚礁, 熱帶雨林, 草原, 濕地, 沙漠",1.0,1.0,沒有,3.0,2.0,走路,4.0,沒有,2.0,"投資前查看AI摘要的消費者對公司環保的評論, 老實說我對任何環保資訊都沒有太多興趣",False,False,False,True,False,False,False,False,False,False,False,False,True,False,,如果免費的話我會用它,1.0,3.0,3.0,4.0,高度配合環保行動,,,,,
1rx411,N79zQG,2023-10-28 07:19:46,我同意我的回答做為研究和設計使用,True,蒼鷺,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,視覺傳達設計系/動畫組,我還在就讀！,我是台灣人啊 🇹🇼！,,18.0,1.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,2.0,價格：160 台幣，一盒十顆雞蛋售價 / 無籠養雞,價格：85 台幣,1.0,1.0,5.0,Uniqlo,3.0,2.0,3.0,2.0,沒有,,3.0,5.0,1.0,2.0,2.0,有,有賺有賠,股市基金。年化回報 5-15%,3.0,1.0,4.0,1.0,4.0,4.0,2.0,2.0,"助手, 幫手, 夥伴, 朋友, 老師, 導師, 教練",,5.0,朋友的方式,2.0,4.0,3.0,2.0,"珊瑚礁, 濕地, 沙漠, 草原, 熱帶雨林",1.0,2.0,幼稚園,3.0,4.0,機車,1.0,沒有,3.0,"買東西先了解哪些產品污染最嚴重，以便避免它們, 投資前查看AI摘要的消費者對公司環保的評論, 跟我的AI幫手討論環保問題, 老實說我對任何環保資訊都沒有太多興趣",False,False,False,True,False,True,False,False,True,False,False,False,True,False,,如果免費的話我會用它,2.0,3.0,4.0,3.0,呃…不知道,陶藝社,氣候變遷,天氣一年比一年熱,INFP,
1ryKWb,g9VLAK,2023-10-28 15:01:29,我同意我的回答做為研究和設計使用,True,刺蝟,銘傳大學 Ming Chuan University (MCU),,學士,商業設計學系,我還在就讀！,我是台灣人啊 🇹🇼！,,18.0,2.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,4.0,價格：102 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：85 台幣,2.0,3.0,4.0,Tony’s chocolate ,5.0,4.0,4.0,2.0,沒有,,4.0,4.0,4.0,4.0,4.0,沒有,無,股市基金。年化回報 5-15%,3.0,2.0,4.0,2.0,4.0,4.0,4.0,3.0,"助手, 幫手, 朋友, 老師, 夥伴, 導師, 教練",,4.0,上網查詢相關問題,5.0,5.0,4.0,3.0,"珊瑚礁, 沙漠, 熱帶雨林, 草原, 濕地",4.0,2.0,看見大量的垃圾被排放,5.0,4.0,走路,0.0,沒有,3.0,"買東西先查看產品的運輸距離（是不是當地食品）, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先尋找有機產品, 投資前查看公司的環保認證和生態評分, 投資前比較公司的環保表現",True,False,False,False,False,True,False,True,False,True,False,False,False,True,,每月49台幣,3.0,4.0,4.0,3.0,抗議行動,沒有,全球暖化,,ENFJ,謝謝你們的表單讓大家更了解環保的議題
AlGbMy,Vza98N,2023-10-28 16:50:57,我同意我的回答做為研究和設計使用,True,貓,國立東華大學 National Dong Hwa University (NDHU),,學士,族群關係與文化學系,我還在就讀！,我是台灣人啊 🇹🇼！,,22.0,2.0,價格：500 台幣 / 公斤。強迫勞工的概率：5%,2.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,1.0,3.0,1.0,無,3.0,3.0,3.0,1.0,沒有,,5.0,5.0,1.0,1.0,1.0,沒有,無,股市基金。年化回報 5-15%,1.0,2.0,5.0,1.0,1.0,3.0,1.0,2.0,"助手, 幫手, 教練, 老師, 夥伴, 導師, 朋友",,1.0,無,4.0,3.0,3.0,2.0,"珊瑚礁, 熱帶雨林, 濕地, 沙漠, 草原",3.0,2.0,身邊的人,3.0,2.0,機車,0.0,沒有,3.0,"買東西先查看公司工人的員工福利多好, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境",False,False,True,False,False,True,False,False,False,False,False,True,False,False,,如果免費的話我會用它,2.0,2.0,4.0,3.0,抵制,,,,INFP,
24gAeD,xJ7OEd,2023-10-29 06:09:35,我同意我的回答做為研究和設計使用,True,熊貓,南臺科技大學 Southern Taiwan University of Science and Technology (STUST),,學士,行銷與流通管理系,我還在就讀！,我是台灣人啊 🇹🇼！,,19.0,3.0,價格：300 台幣 / 公斤。強迫勞工的概率：15%,5.0,價格：66 台幣，一盒十顆雞蛋售價 / 無養雞資訊,價格：72 台幣,2.0,2.0,4.0,無,5.0,1.0,5.0,1.0,沒有,,5.0,5.0,4.0,4.0,3.0,沒有,無,股市基金。年化回報 5-15%,4.0,2.0,4.0,2.0,2.0,4.0,2.0,3.0,"幫手, 助手, 朋友, 夥伴, 教練, 老師, 導師",,4.0,無,4.0,5.0,5.0,3.0,"熱帶雨林, 珊瑚礁, 沙漠, 濕地, 草原",4.0,4.0,家人,4.0,3.0,火車,0.0,沒有,3.0,"買東西先查看公司生產過程多環保, 買東西先了解哪些產品污染最嚴重，以便避免它們, 買東西先了解我吃的動物性食品，動物的生活環境, 投資前查看公司的環保認證和生態評分, 投資前比較公司的環保表現",False,True,False,False,False,True,False,False,False,True,False,True,False,True,,每月99台幣,4.0,4.0,4.0,4.0,同心協力進行,,,,INFP,
